Question,Answer,Tags
7.12.28,0.6,gatecse-2022  numerical-answers  operating-system  page-replacement  demand-paging  2-marks
7.12.29,4096,gatecse-2023  operating-system  page-replacement  least-recently-used  page-fault  numerical-answers  2-marks
7.12.30,C,gateit-2007  operating-system  virtual-memory  page-replacement  normal
7.12.31,A,gateit-2007  operating-system  page-replacement  probability  normal
7.12.32,B,gateit-2008  operating-system  page-replacement  normal
7.13.1,N/A,gate1989  descriptive  operating-system  precedence-graph  process-synchronization
7.13.2,N/A,gate1991  operating-system  normal  precedence-graph  fill-in-the-blanks
7.13.3,N/A,gate1992  operating-system  normal  concurrency  precedence-graph  descriptive
7.14.1,B,gate1996  operating-system  normal  process
7.14.2,C,
7.14.3,B,gatecse-2002  operating-system  normal  process
7.14.4,B;C;D,gatecse-2023  operating-system  process  multiple-selects  1-mark
7.14.5,B,gateit-2006  operating-system  normal  process
7.15.1,N/A,gate1988  normal  descriptive  operating-system  process-scheduling
7.15.2,N/A,gate1988  normal  descriptive  operating-system  process-scheduling
7.15.3,N/A,gate1990  operating-system  process-scheduling  fill-in-the-blanks
7.15.4,C,gate1993  operating-system  process-scheduling  normal
7.15.5,B,gate1995  operating-system  process-scheduling  easy
7.15.6,A,
7.15.7,D,gate1996  operating-system  process-scheduling  normal  isro2008
7.15.8,A,gate1998  operating-system  process-scheduling  normal  ugcnetcse-dec2012-paper3
7.15.9,N/A,gate1998  operating-system  process-scheduling  descriptive
7.15.10,19,gate1998  operating-system  process-scheduling  normal
7.15.11,B,gatecse-2002  operating-system  process-scheduling  easy
7.15.12,D,gatecse-2003  operating-system  process-scheduling  normal
7.15.13,A,gatecse-2004  operating-system  process-scheduling  normal
7.15.14,B,gatecse-2006  operating-system  process-scheduling  normal  isro2009
7.15.15,A,gatecse-2006  operating-system  process-scheduling  normal
7.15.16,B,gatecse-2006  operating-system  process-scheduling  normal
7.15.17,A,gatecse-2007  operating-system  process-scheduling  normal
7.15.18,B,gatecse-2007  operating-system  process-scheduling  normal
7.15.19,C,gatecse-2009  operating-system  process-scheduling  normal
7.15.20,D,gatecse-2010  operating-system  process-scheduling  easy
7.15.21,A,gatecse-2011  operating-system  process-scheduling  normal
7.15.22,C,
7.15.23,B,gatecse-2013  operating-system  process-scheduling  normal
7.15.24,7.2,gatecse-2014-set1  operating-system  process-scheduling  numerical-answers  normal
7.15.25,1000,gatecse-2014-set2  operating-system  process-scheduling  numerical-answers  normal
7.15.26,5.5,gatecse-2014-set3  operating-system  process-scheduling  numerical-answers  normal
7.15.27,12,gatecse-2015-set1  operating-system  process-scheduling  normal  numerical-answers
7.15.28,D,gatecse-2015-set3  operating-system  process-scheduling  easy
7.15.29,C,gatecse-2015-set3  operating-system  process-scheduling  normal
7.15.30,A,gatecse-2016-set1  operating-system  process-scheduling  normal
7.15.31,8.25,gatecse-2016-set2  operating-system  process-scheduling  normal  numerical-answers
7.15.32,3,gatecse-2017-set1  operating-system  process-scheduling  numerical-answers
7.15.33,29,gatecse-2017-set2  operating-system  process-scheduling  numerical-answers
7.15.34,2,gatecse-2019  numerical-answers  operating-system  process-scheduling  2-marks
7.15.35,C,gatecse-2020  operating-system  process-scheduling  1-mark  easy
7.15.36,5.25:5.26,gatecse-2020  numerical-answers  operating-system  process-scheduling  2-marks
7.15.37,12 : 12,gatecse-2021-set1  operating-system  process-scheduling  numerical-answers  1-mark
7.15.38,A;C;D,gatecse-2021-set2  multiple-selects  operating-system  process-scheduling  1-mark
7.15.39,D,gatecse-2022  operating-system  process-scheduling  round-robin-scheduling  2-marks
7.15.40,C;D,gatecse-2023  operating-system  process-scheduling  multiple-selects  1-mark
7.15.41,B;C,gatecse2024-set1  operating-system  process-scheduling  multiple-selects
7.15.42,B,gatecse2024-set2  operating-system  process-scheduling
7.15.43,D,gateit-2005  operating-system  process-scheduling  normal
7.15.44,D,gateit-2006  operating-system  process-scheduling  normal
7.15.45,B,gateit-2006  operating-system  process-scheduling  normal
7.15.46,D,gateit-2007  operating-system  process-scheduling  normal
7.15.47,C,gateit-2008  operating-system  process-scheduling  easy
7.16.1,D,gate1987  operating-system  process-synchronization
7.16.2,N/A,gate1987  operating-system  process-synchronization  descriptive
7.16.3,N/A,gate1988  descriptive  operating-system  process-synchronization
7.16.4,N/A,match-the-following  gate1990  operating-system  process-synchronization
7.16.5,N/A,gate1991  process-synchronization  normal  operating-system  descriptive
7.16.6,N/A,gate1991  process-synchronization  normal  operating-system  descriptive
7.16.7,N/A,gate1993  operating-system  process-synchronization  normal  descriptive
7.16.8,N/A,gate1994  operating-system  process-synchronization  normal  descriptive
7.16.9,N/A,gate1995  operating-system  process-synchronization  normal  descriptive
7.16.10,C,gate1996  operating-system  process-synchronization  easy  isro2008
7.16.11,C,gate1996  operating-system  process-synchronization  normal
7.16.12,N/A,gate1996  operating-system  process-synchronization  normal  descriptive
7.16.13,D,gate1997  operating-system  process-synchronization  normal
7.16.14,N/A,gate1997  operating-system  process-synchronization  descriptive
7.16.15,B,gate1998  operating-system  easy  process-synchronization
7.16.16,N/A,
7.16.17,N/A,gate1999  operating-system  process-synchronization  normal  descriptive
7.16.18,B,gatecse-2000  operating-system  process-synchronization  normal
7.16.19,N/A,gatecse-2000  operating-system  process-synchronization  normal  descriptive
7.16.20,B,gatecse-2001  operating-system  process-synchronization  normal
7.16.21,N/A,gatecse-2002  operating-system  process-synchronization  normal  descriptive
7.16.22,N/A,gatecse-2002  operating-system  process-synchronization  normal  descriptive
7.16.23,N/A,gatecse-2002  operating-system  process-synchronization  normal  descriptive
7.16.24,B,gatecse-2003  operating-system  process-synchronization  normal
7.16.25,C,gatecse-2003  operating-system  process-synchronization  normal
7.16.26,D,gatecse-2004  operating-system  process-synchronization  normal
7.16.27,A,gatecse-2006  operating-system  process-synchronization  normal
7.16.28,B,gatecse-2006  operating-system  process-synchronization  normal
7.16.29,B,gatecse-2006  operating-system  process-synchronization  normal
7.16.30,D,gatecse-2007  operating-system  process-synchronization  normal
7.16.31,A,gatecse-2009  operating-system  process-synchronization  normal
7.16.32,A,gatecse-2010  operating-system  process-synchronization  normal
7.16.33,A,gatecse-2010  operating-system  process-synchronization  normal
7.16.34,B,
7.16.35,D,gatecse-2013  operating-system  process-synchronization  normal
7.16.36,C,gatecse-2013  operating-system  process-synchronization  normal
7.16.37,C,gatecse-2014-set2  operating-system  process-synchronization  normal
7.16.38,3,gatecse-2015-set1  operating-system  process-synchronization  normal  numerical-answers
7.16.39,A,gatecse-2015-set3  operating-system  process-synchronization  normal
7.16.40,A,gatecse-2016-set1  operating-system  process-synchronization  difficult  ambiguous
7.16.41,C,gatecse-2016-set2  operating-system  process-synchronization  normal
7.16.42,D,gatecse-2017-set1  operating-system  process-synchronization  normal
7.16.43,C,gatecse-2018  operating-system  process-synchronization  normal  2-marks
7.16.44,80,gatecse-2019  numerical-answers  operating-system  process-synchronization  1-mark
7.16.45,B;C,gatecse2024-set2  operating-system  multiple-selects  process-synchronization
7.16.46,D,gateit-2004  operating-system  process-synchronization  normal
7.16.47,A,gateit-2005  operating-system  process-synchronization  normal
7.16.48,B,gateit-2005  operating-system  process-synchronization  normal
7.16.49,A,gateit-2006  operating-system  process-synchronization  normal
7.16.50,C,
7.16.51,C,gateit-2007  operating-system  process-synchronization  normal
7.16.52,D,gateit-2008  operating-system  process-synchronization  normal
7.17.1,N/A,gate1988  normal  descriptive  operating-system  resource-allocation
7.17.2,N/A,descriptive  gate1989  operating-system  resource-allocation
7.17.3,A,gate1992  operating-system  resource-allocation  normal  multiple-selects
7.17.4,D;E,gate1993  operating-system  resource-allocation  normal  ugcnetcse-dec2012-paper3  multiple-selects
7.17.5,N/A,gate1994  operating-system  resource-allocation  normal  descriptive
7.17.6,N/A,gate1996  operating-system  resource-allocation  normal  descriptive
7.17.7,C,gate1997  operating-system  resource-allocation  normal
7.17.8,N/A,gate1997  operating-system  resource-allocation  normal  descriptive
7.17.9,B,gate1998  operating-system  resource-allocation  normal
7.17.10,C,gatecse-2000  operating-system  resource-allocation  normal
7.17.11,N/A,gatecse-2001  operating-system  resource-allocation  normal  descriptive
7.17.12,C,gatecse-2005  operating-system  resource-allocation  normal
7.17.13,B,gatecse-2006  operating-system  resource-allocation  normal
7.17.14,C,gatecse-2007  operating-system  resource-allocation  normal
7.17.15,A,gatecse-2008  operating-system  easy  resource-allocation
7.17.16,A,gatecse-2009  operating-system  resource-allocation  normal
7.17.17,B,gatecse-2010  operating-system  resource-allocation  normal
7.17.18,B,gatecse-2013  operating-system  resource-allocation  normal
7.17.19,B,gatecse-2014-set1  operating-system  resource-allocation  normal
7.17.20,7,gatecse-2014-set3  operating-system  resource-allocation  numerical-answers  easy
7.17.21,D,gatecse-2015-set2  operating-system  resource-allocation  easy
7.17.22,D,gatecse-2015-set3  operating-system  resource-allocation  normal
7.17.23,B,gatecse-2017-set2  operating-system  resource-allocation  normal
7.17.24,A,gatecse-2019  operating-system  2-marks  resource-allocation
7.17.25,A;D,gatecse-2022  operating-system  resource-allocation  multiple-selects  1-mark
7.17.26,C,gateit-2005  operating-system  resource-allocation  normal
7.17.27,B,
7.18.1,N/A,gate1990  operating-system  semaphore  process-synchronization  fill-in-the-blanks
7.18.2,B,gate1992  operating-system  semaphore  easy  isro2015  process-synchronization
7.18.3,B,gate1998  operating-system  process-synchronization  semaphore  easy
7.18.4,C,gatecse-2008  operating-system  normal  semaphore
7.18.5,7,gatecse-2016-set2  operating-system  semaphore  normal  numerical-answers
7.18.6,A,gatecse-2020  operating-system  semaphore  2-marks
7.18.7,A;B;D,gatecse-2021-set1  multiple-selects  operating-system  process-synchronization  semaphore  2-marks
7.18.8,C,gatecse-2022  operating-system  process-synchronization  semaphore  1-mark
7.18.9,C,gatecse-2023  operating-system  semaphore  2-marks
7.18.10,D,gateit-2006  operating-system  process-synchronization  semaphore  normal
7.19.1,A;C,gatecse-2021-set1  multiple-selects  operating-system  system-call  1-mark
7.20.1,A,gatecse-2004  operating-system  threads  normal
7.20.2,D,gatecse-2007  operating-system  threads  normal
7.20.3,C,gatecse-2011  operating-system  threads  normal  ugcnetcse-june2013-paper3
7.20.4,D,gatecse-2014-set1  operating-system  threads  normal
7.20.5,D,gatecse-2017-set1  operating-system  threads
7.20.6,B,gatecse-2017-set2  operating-system  threads
7.20.7,A;D,gatecse-2021-set2  multiple-selects  operating-system  threads  2-marks
7.20.8,D,gatecse2024-set1  multiple-selects  operating-system  threads
7.20.9,A,gatecse2024-set1  operating-system  threads
7.20.10,A,gateit-2004  operating-system  easy  threads
7.21.1,N/A,match-the-following  gate1989  operating-system  virtual-memory
7.21.2,N/A,gate1990  operating-system  virtual-memory  fill-in-the-blanks
7.21.3,99.99,gate1990  descriptive  operating-system  virtual-memory
7.21.4,B;C;E,gate1991  operating-system  virtual-memory  normal  multiple-selects
7.21.5,A,gate1994  operating-system  normal  virtual-memory
7.21.6,A,gate1995  operating-system  virtual-memory  normal
7.21.7,C,gate1995  operating-system  virtual-memory  normal
7.21.8,N/A,gate1996  operating-system  virtual-memory  normal  descriptive
7.21.9,A,gate1998  operating-system  virtual-memory  easy  ugcnetcse-june2012-paper3
7.21.10,N/A,gate1999  operating-system  virtual-memory  normal  descriptive
7.21.11,A;C,gate1999  operating-system  normal  virtual-memory
7.21.12,B;D,gate1999  operating-system  virtual-memory  easy
7.21.13,D,gatecse-2000  operating-system  easy  virtual-memory
7.21.14,B,gatecse-2001  operating-system  easy  virtual-memory
7.21.15,D,gatecse-2001  operating-system  virtual-memory  normal
7.21.16,C,gatecse-2001  operating-system  virtual-memory  normal
7.21.17,N/A,gatecse-2002  operating-system  virtual-memory  normal  descriptive
7.21.18,C,gatecse-2003  operating-system  virtual-memory  normal
7.21.19,D,
7.21.20,C,gatecse-2003  operating-system  normal  virtual-memory
7.21.21,C,gatecse-2006  operating-system  virtual-memory  normal  isro2016
7.21.22,C,gatecse-2006  operating-system  virtual-memory  normal  ugcnetcse-june2012-paper3
7.21.23,D,gatecse-2008  operating-system  virtual-memory  normal
7.21.24,B,gatecse-2009  operating-system  virtual-memory  easy
7.21.25,B,gatecse-2009  operating-system  virtual-memory  easy
7.21.26,B,gatecse-2011  operating-system  virtual-memory  normal  ugcnetcse-june2013-paper2
7.21.27,C,gatecse-2013  operating-system  virtual-memory  normal
7.21.28,C,gatecse-2013  normal  operating-system  virtual-memory
7.21.29,122,gatecse-2014-set3  operating-system  virtual-memory  numerical-answers  normal
7.21.30,4,gatecse-2015-set1  operating-system  virtual-memory  easy  numerical-answers
7.21.31,22,gatecse-2015-set2  operating-system  virtual-memory  easy  numerical-answers
7.21.32,36,gatecse-2015-set2  operating-system  virtual-memory  normal  numerical-answers
7.21.33,384,gatecse-2016-set1  operating-system  virtual-memory  easy  numerical-answers
7.21.34,B,gatecse-2018  operating-system  virtual-memory  normal  1-mark
7.21.35,B,gatecse-2019  operating-system  virtual-memory  2-marks
7.21.36,155:156,gatecse-2020  numerical-answers  operating-system  virtual-memory  2-marks
7.21.37,5,gatecse-2023  operating-system  virtual-memory  numerical-answers  2-marks
7.21.38,6596,gatecse2024-set1  numerical-answers  operating-system  virtual-memory
7.21.39,B;C;D,gatecse2024-set2  operating-system  multiple-selects  virtual-memory
7.21.40,1028,gatecse2024-set2  numerical-answers  operating-system  virtual-memory
7.21.41,D,gateit-2004  operating-system  virtual-memory  normal
7.21.42,C,gateit-2008  operating-system  virtual-memory  normal
7.21.43,D,gateit-2008  operating-system  virtual-memory  easy
8.1.1,N/A,gate1988  data-structures  normal  descriptive  avl-tree  binary-tree
8.1.2,B,gatecse-2009  data-structures  binary-search-tree  normal  isrodec2017  avl-tree
8.1.3,C,gatecse-2020  binary-tree  avl-tree  1-mark
8.1.4,A,gateit-2008  data-structures  binary-search-tree  easy  avl-tree
8.2.1,N/A,gate1993  data-structures  array  normal  descriptive
8.2.2,C,gate1994  data-structures  array  normal
8.2.3,N/A,gate1994  data-structures  array  normal  descriptive
8.2.4,N/A,gate1997  data-structures  array  normal  descriptive
8.2.5,A,gate1998  data-structures  array  easy
8.2.6,A,gatecse-2000  data-structures  array  easy
8.2.7,N/A,gatecse-2000  data-structures  array  easy  descriptive
8.2.8,A,gatecse-2005  data-structures  array  easy
8.2.9,B,gatecse-2013  data-structures  array  normal
8.2.10,C,gatecse-2013  data-structures  array  normal
8.2.11,B,gatecse-2014-set3  data-structures  array  easy
8.2.12,5,gatecse-2015-set2  databases  array  normal  numerical-answers
8.2.13,C,gatecse-2021-set1  data-structures  array  1-mark
8.3.1,N/A,gate1990  match-the-following  data-structures  binary-heap
8.3.2,C,gate1996  data-structures  binary-heap  easy
8.3.3,N/A,gate1999  data-structures  binary-heap  normal  descriptive
8.3.4,B,gatecse-2001  data-structures  binary-heap  easy
8.3.5,D,gatecse-2003  data-structures  binary-heap
8.3.6,A,gatecse-2004  data-structures  binary-heap  easy
8.3.7,D,gatecse-2005  data-structures  binary-heap  normal
8.3.8,A,gatecse-2006  data-structures  binary-heap  easy
8.3.9,D,gatecse-2006  data-structures  binary-heap  normal
8.3.10,A,gatecse-2006  data-structures  binary-heap  normal
8.3.11,B,gatecse-2007  data-structures  binary-heap  normal
8.3.12,C,gatecse-2009  data-structures  binary-heap  easy
8.3.13,D,gatecse-2009  data-structures  binary-heap  normal
8.3.14,B,gatecse-2011  data-structures  binary-heap  easy
8.3.15,A,gatecse-2014-set2  data-structures  binary-heap  normal
8.3.16,B,gatecse-2015-set1  data-structures  binary-heap  easy
8.3.17,A,gatecse-2015-set2  data-structures  binary-heap  normal
8.3.18,D,gatecse-2015-set3  data-structures  binary-heap  easy
8.3.19,B,gatecse-2016-set1  data-structures  binary-heap  normal
8.3.20,8,gatecse-2016-set2  data-structures  binary-heap  normal  numerical-answers
8.3.21,80,gatecse-2018  binary-heap  numerical-answers  combinatory  2-marks
8.3.22,A,gatecse-2019  data-structures  binary-heap  2-marks
8.3.23,511,gatecse-2020  numerical-answers  binary-heap  2-marks
8.3.24,C,gatecse-2021-set2  data-structures  binary-heap  time-complexity  1-mark
8.3.25,B,
8.3.26,A,gatecse2024-set1  data-structures  binary-heap
8.3.27,B,gateit-2004  data-structures  binary-heap  normal
8.3.28,C,gateit-2006  data-structures  binary-heap  easy
8.3.29,B,gateit-2006  data-structures  binary-heap  easy
8.4.1,B,gate1996  data-structures  binary-search-tree  easy
8.4.2,N/A,gate1996  data-structures  binary-search-tree  normal  descriptive
8.4.3,D,gate1997  data-structures  binary-search-tree  normal
8.4.4,N/A,gatecse-2001  data-structures  binary-search-tree  normal  descriptive
8.4.5,C,gatecse-2003  binary-search-tree  easy  isro2009
8.4.6,B,gatecse-2003  normal  binary-search-tree
8.4.7,B,gatecse-2003  data-structures  easy  isro2009  binary-search-tree
8.4.8,B,gatecse-2004  data-structures  binary-search-tree  easy  isro2009
8.4.9,B,gatecse-2004  binary-search-tree  normal  data-structures
8.4.10,A,gatecse-2005  data-structures  binary-search-tree  easy
8.4.11,B,gatecse-2005  data-structures  binary-search-tree  counting  normal
8.4.12,B,gatecse-2008  data-structures  binary-search-tree  normal
8.4.13,C,gatecse-2012  data-structures  normal  binary-search-tree
8.4.14,D,gatecse-2013  data-structures  binary-search-tree  normal
8.4.15,C,gatecse-2013  data-structures  easy  binary-search-tree
8.4.16,110,gatecse-2014-set3  data-structures  binary-search-tree  numerical-answers  normal
8.4.17,A,gatecse-2015-set1  data-structures  binary-search-tree  easy
8.4.18,B,gatecse-2015-set1  data-structures  binary-search-tree  easy
8.4.19,B,gatecse-2015-set3  data-structures  binary-search-tree  easy
8.4.20,64,gatecse-2016-set2  data-structures  binary-search-tree  normal  numerical-answers
8.4.21,B,gatecse-2017-set1  data-structures  binary-search-tree  easy
8.4.22,B,gatecse-2017-set2  data-structures  binary-search-tree
8.4.23,B,gatecse-2020  data-structures  binary-search-tree  2-marks
8.4.24,B,gatecse-2020  binary-search-tree  1-mark
8.4.25,D,gatecse-2021-set1  data-structures  binary-search-tree  time-complexity  1-mark
8.4.26,509,gatecse-2022  numerical-answers  data-structures  binary-search-tree  1-mark
8.4.27,A,gatecse2024-set2  binary-search-tree
8.4.28,C,gateit-2005  data-structures  normal  binary-search-tree
8.4.29,D,gateit-2005  data-structures  binary-search-tree  normal
8.4.30,C,gateit-2006  data-structures  binary-search-tree  normal
8.4.31,A,gateit-2007  data-structures  binary-search-tree  normal
8.4.32,D,gateit-2008  data-structures  binary-search-tree  normal
8.4.33,C,gateit-2008  data-structures  binary-search-tree  easy
8.4.34,B,gateit-2008  data-structures  binary-search-tree  normal
8.5.3,N/A,gate1987  data-structures  binary-tree  descriptive
8.5.4,N/A,gate1988  normal  descriptive  data-structures  binary-tree
8.5.5,N/A,gate1988  normal  descriptive  data-structures  binary-tree
8.5.6,A;C;D,normal  gate1989  binary-tree  multiple-selects
8.5.7,B,gate1990  normal  data-structures  binary-tree  multiple-selects
8.5.8,144,gate1991  binary-tree  data-structures  normal  numerical-answers
8.5.9,N/A,gate1991  binary-tree  easy  data-structures  descriptive
8.5.10,N/A,gate1991  data-structures  binary-tree  time-complexity  easy  descriptive
8.5.11,N/A,gate1991  data-structures  binary-tree  normal  descriptive
8.5.12,N/A,gate1991  normal  data-structures  binary-tree  time-complexity  descriptive
8.5.13,N/A,gate1993  data-structures  binary-tree  normal  descriptive
8.5.14,N/A,gate1994  data-structures  binary-tree  normal  descriptive
8.5.15,B,gate1995  data-structures  binary-tree  normal
8.5.16,N/A,gate1995  data-structures  binary-tree  normal  descriptive
8.5.17,B,gate1996  data-structures  binary-tree  normal
8.5.18,C,gate1996  data-structures  binary-tree  easy
8.5.19,N/A,gate1997  data-structures  binary-tree  normal  descriptive  proof
8.5.20,N/A,gate1998  data-structures  binary-tree  descriptive
8.5.21,C,gatecse-2000  data-structures  binary-tree  easy
8.5.22,D,gatecse-2000  data-structures  binary-tree  normal
8.5.23,D,gatecse-2002  data-structures  binary-tree  normal
8.5.24,N/A,gatecse-2002  data-structures  binary-tree  easy  descriptive
8.5.25,B,gatecse-2004  data-structures  binary-tree  normal
8.5.26,D,gatecse-2004  data-structures  binary-tree  normal
8.5.27,D,gatecse-2006  data-structures  binary-tree  normal
8.5.28,C,gatecse-2007  data-structures  binary-tree  easy
8.5.29,B,gatecse-2007  data-structures  binary-tree  normal
8.5.30,A,gatecse-2007  data-structures  binary-tree  normal  ugcnetcse-june2015-paper2
8.5.31,C,gatecse-2007  data-structures  binary-tree  normal
8.5.32,A,gatecse-2010  data-structures  binary-tree  normal
8.5.33,B,gatecse-2011  binary-tree  normal
8.5.34,A,gatecse-2012  data-structures  binary-tree  normal
8.5.35,1,gatecse-2014-set1  data-structures  binary-tree  numerical-answers  normal
8.5.36,A,gatecse-2015-set1  data-structures  binary-tree  easy
8.5.37,19,gatecse-2015-set2  data-structures  binary-tree  normal  numerical-answers
8.5.38,199,gatecse-2015-set3  data-structures  binary-tree  normal  numerical-answers
8.5.39,C,gatecse-2016-set2  data-structures  binary-tree  normal
8.5.40,4,gatecse-2018  data-structures  binary-tree  numerical-answers  1-mark
8.5.41,4.25,gatecse-2019  numerical-answers  data-structures  binary-tree  2-marks
8.5.42,1 : 1,gatecse-2021-set2  numerical-answers  data-structures  binary-tree  1-mark
8.5.43,C,gatecse-2023  data-structures  binary-tree  2-marks
8.5.44,A;B;C,gate-ds-ai-2024  data-structures  binary-tree
8.5.45,A;B;C,gate-ds-ai-2024  data-structures  binary-tree
8.5.46,D,gateit-2004  binary-tree  easy  data-structures
8.5.47,B,gateit-2005  data-structures  binary-tree  normal
8.5.48,D,gateit-2006  data-structures  binary-tree  normal
8.5.49,C,gateit-2006  data-structures  binary-tree  normal
8.5.50,B,gateit-2006  data-structures  binary-tree  normal
8.5.51,D,gateit-2008  data-structures  normal  binary-tree
8.5.52,B,gateit-2008  data-structures  binary-tree  normal
8.5.53,A,gateit-2008  data-structures  binary-tree  normal
8.6.1,B,gate1997  data-structures  normal  graph-theory
8.6.2,C,gatecse-2005  data-structures  normal  abstract-data-type
8.6.3,B,gatecse-2014-set1  data-structures  graph-theory  ambiguous
8.6.4,12,gatecse-2016-set1  data-structures  graph-theory  normal  numerical-answers
8.6.5,17,gate-ds-ai-2024  numerical-answers  data-structures
8.6.6,A,gate-ds-ai-2024  data-structures  match-the-following
8.7.1,C,gate1996  data-structures  hashing  normal
8.7.2,N/A,gate1996  data-structures  hashing  normal  descriptive
8.7.3,N/A,gate1997  data-structures  hashing  probability  normal  descriptive
8.7.4,C,gatecse-2004  data-structures  hashing  easy
8.7.5,B,gatecse-2007  data-structures  hashing  easy
8.7.6,C,gatecse-2009  data-structures  hashing  normal
8.7.7,C,gatecse-2010  data-structures  hashing  normal
8.7.8,C,data-structures  hashing  normal  gatecse-2010
8.7.9,A,gatecse-2014-set1  data-structures  hashing  normal
8.7.10,A,gatecse-2014-set3  data-structures  hashing  probability  normal
8.7.11,B,gatecse-2015-set2  data-structures  hashing  normal
8.7.12,80,gatecse-2015-set3  data-structures  hashing  easy  numerical-answers
8.7.13,B,gate-ds-ai-2024  data-structures  hashing  uniform-hashing
8.7.14,C,gateit-2006  data-structures  hashing  normal
8.7.15,B,gateit-2007  data-structures  hashing  probability  normal
8.7.16,D,gateit-2008  data-structures  hashing  normal
8.8.1,N/A,gate1989  descriptive  data-structures  stack  infix-prefix
8.8.2,A,gate1997  normal  infix-prefix  stack  data-structures
8.8.3,N/A,gate1998  stack  infix-prefix  descriptive
8.8.4,A,gatecse-2004  stack  isro2009  infix-prefix
8.8.5,A,gatecse-2007  data-structures  stack  normal  infix-prefix  isro2016
8.9.1,B,gate1987  data-structures  linked-list
8.9.2,N/A,gate1987  data-structures  linked-list  descriptive
8.9.3,N/A,gate1993  data-structures  linked-list  normal  descriptive
8.9.4,B,gate1994  data-structures  linked-list  normal  ugcnetsep2013ii
8.9.5,D,gate1995  data-structures  linked-list  hashing
8.9.6,C,gate1997  data-structures  linked-list  easy
8.9.7,N/A,gate1997  data-structures  linked-list  normal  descriptive
8.9.8,N/A,gate1998  data-structures  linked-list  normal  descriptive
8.9.9,N/A,gate1999  data-structures  linked-list  descriptive
8.9.10,D,gatecse-2002  easy  data-structures  linked-list
8.9.11,B,gatecse-2003  data-structures  linked-list  normal
8.9.12,A,gatecse-2004  data-structures  linked-list  normal
8.9.13,D,gatecse-2004  data-structures  linked-list  normal
8.9.14,B,gatecse-2008  data-structures  linked-list  normal
8.9.15,D,gatecse-2010  data-structures  linked-list  normal
8.9.16,C,gatecse-2016-set2  data-structures  linked-list  time-complexity  normal  algorithms
8.9.17,B,gatecse-2017-set1  data-structures  linked-list  normal
8.9.18,C,gatecse-2020  linked-list  1-mark
8.9.19,A,gatecse-2022  data-structures  linked-list  1-mark
8.9.20,D,gatecse-2023  data-structures  linked-list  1-mark
8.9.21,A,gateit-2004  data-structures  linked-list  normal  ambiguous
8.9.22,B,gateit-2005  data-structures  linked-list  normal
8.10.1,D,gate1997  data-structures  stack  normal  priority-queue
8.10.2,B,gatecse-2023  data-structures  priority-queue  time-complexity  binary-heap  2-marks
8.11.1,N/A,gate1992  data-structures  normal  descriptive  queue
8.11.2,N/A,
8.11.3,A,gate1996  data-structures  easy  queue  stack  linked-list
8.11.4,B,gatecse-2001  data-structures  easy  stack  queue
8.11.5,A,gatecse-2006  data-structures  queue  stack  normal
8.11.6,A,gatecse-2012  data-structures  queue  normal
8.11.7,A,gatecse-2013  data-structures  algorithms  normal  queue
8.11.8,A,gatecse-2016-set1  data-structures  queue  normal
8.11.9,256,
8.11.10,B,gatecse-2017-set2  data-structures  queue
8.11.11,B,gatecse-2018  algorithms  data-structures  queue  normal  linked-list  1-mark
8.11.12,0,gatecse-2022  numerical-answers  data-structures  queue  2-marks
8.11.13,B,gateit-2007  data-structures  queue  normal
8.12.1,B,gate1991  data-structures  stack  easy
8.12.2,B,gate1994  data-structures  stack  normal
8.12.3,B,gate1995  data-structures  stack  easy
8.12.4,N/A,gatecse-2000  data-structures  stack  normal  descriptive
8.12.5,C,gatecse-2003  data-structures  stack  normal
8.12.6,D,gatecse-2004  data-structures  stack  easy
8.12.7,B,gatecse-2004  data-structures  easy  stack
8.12.8,C,gatecse-2014-set2  data-structures  stack  easy
8.12.9,15,gatecse-2015-set2  data-structures  stack  easy  numerical-answers
8.12.10,C,gatecse-2015-set3  data-structures  stack  normal
8.12.11,86 : 86,gatecse-2021-set1  data-structures  stack  easy  numerical-answers  1-mark
8.12.12,8,gatecse-2023  data-structures  stack  numerical-answers  2-marks  easy
8.12.13,B;C;D,gatecse2024-set2  data-structures  stack  multiple-selects
8.12.14,D,gateit-2004  data-structures  normal  stack
8.12.15,C,gateit-2005  data-structures  stack  normal
8.12.16,B,gateit-2007  stack  normal
8.13.1,N/A,gate1990  data-structures  tree  descriptive
8.13.2,A;D,gate1992  tree  data-structures  normal  multiple-selects
8.13.3,N/A,gate1994  data-structures  tree  proof  descriptive
8.13.4,B;C,gate1998  data-structures  tree  multiple-selects  normal
8.13.5,A,gate1998  data-structures  tree  normal
8.13.6,N/A,gate1998  data-structures  tree  descriptive  numerical-answers
8.13.7,D,gatecse-2002  data-structures  tree  normal
8.13.8,D,gatecse-2004  data-structures  tree  easy
8.13.9,C,gatecse-2005  data-structures  tree  normal
8.13.10,C,gatecse-2007  data-structures  tree  normal
8.13.11,A,gatecse-2014-set3  data-structures  tree  easy
8.13.12,D,gatecse-2014-set3  data-structures  tree  normal
8.13.13,18,gatecse-2017-set1  data-structures  tree  easy  numerical-answers
8.13.14,B,gatecse-2021-set1  multiple-selects  data-structures  tree  2-marks
9.1.1,A,gatecse-2000  programming  easy  aliasing
9.2.1,C,gatecse-2011  programming  programming-in-c  normal  array
9.2.2,A,gatecse-2015-set1  programming  programming-in-c  array  normal
